GEMMID,KernelID,EFF,us
54,36,0.589564,0.01
54,26,0.789629,0.01
54,13,0.103819,0.04
54,11,0.319153,0.01
54,54,0.495884,0.01
54,23,1.0,0.0
54,5,0.295859,0.01
55,61,0.44206,4.43
55,33,0.6716,2.92
55,49,0.742682,2.64
55,31,0.608839,3.22
55,5,0.800496,2.45
55,6,0.416977,4.7
55,2,0.964314,2.03
55,76,0.282462,6.93
55,75,0.334994,5.85
55,65,0.151,12.97
55,35,0.813508,2.41
55,87,0.569123,3.44
55,28,0.740648,2.64
55,96,0.677889,2.89
55,55,0.799761,2.45
55,15,0.532452,3.68
55,12,0.229794,8.52
55,86,0.5215,3.76
55,57,0.380818,5.14
55,10,0.798871,2.45
55,83,0.896905,2.18
55,66,0.819726,2.39
55,80,0.867159,2.26
55,40,0.691696,2.83
55,11,0.51275,3.82
55,71,0.601821,3.25
55,47,0.546693,3.58
55,98,0.71971,2.72
55,42,0.594668,3.29
55,64,0.878167,2.23
55,18,0.385355,5.08
55,39,0.78143,2.51
55,19,0.341216,5.74
55,93,0.376462,5.2
55,24,0.432007,4.53
55,72,0.172899,11.33
55,1,0.685971,2.86
55,4,0.737354,2.66
55,23,0.518089,3.78
55,13,0.53936,3.63
55,20,0.706824,2.77
55,48,0.499023,3.92
55,84,0.860679,2.28
55,17,0.61505,3.18
55,26,0.93391,2.1
55,85,0.280742,6.98
55,63,0.559047,3.5
55,88,0.599939,3.26
55,59,0.601464,3.26
55,90,0.923284,2.12
55,36,0.563799,3.47
55,38,0.198584,9.86
55,58,0.781873,2.5
55,16,0.960512,2.04
55,69,0.38247,5.12
55,37,0.628781,3.11
55,56,0.374893,5.22
55,25,0.750877,2.61
55,27,0.989473,1.98
55,52,0.404721,4.84
55,9,0.489058,4.0
55,3,0.539234,3.63
55,94,0.426634,4.59
55,73,0.829659,2.36
55,89,0.297524,6.58
55,8,1.0,1.96
55,43,0.378038,5.18
55,53,0.678211,2.89
55,34,0.865695,2.26
55,22,0.96886,2.02
55,50,0.516134,3.79
55,70,0.756368,2.59
55,78,0.401764,4.87
55,30,0.743764,2.63
56,29,0.920688,0.07
56,85,0.326556,0.2
56,78,0.561555,0.12
56,42,0.362859,0.18
56,99,0.72453,0.09
56,39,0.641279,0.1
56,70,0.961598,0.07
56,11,0.886667,0.07
56,92,0.418951,0.16
56,0,0.819004,0.08
56,41,0.825344,0.08
56,2,0.383528,0.17
56,15,0.872893,0.07
56,35,1.0,0.06
56,63,0.820363,0.08
56,53,0.729743,0.09
56,33,0.971886,0.07
56,19,0.737786,0.09
56,62,0.619882,0.1
56,64,0.964321,0.07
56,74,0.64744,0.1
56,54,0.685736,0.09
56,87,0.62921,0.1
56,40,0.732809,0.09
56,60,0.582627,0.11
56,31,0.662057,0.1
56,93,0.479536,0.14
56,43,0.434949,0.15
56,89,0.625095,0.1
56,14,0.268244,0.24
56,17,0.378855,0.17
56,9,0.458169,0.14
56,57,0.321193,0.2
56,98,0.241403,0.27
56,96,0.381955,0.17
56,12,0.405165,0.16
56,69,0.249433,0.26
56,73,0.77019,0.08
56,37,0.653659,0.1
56,23,0.589081,0.11
56,48,0.75919,0.09
56,36,0.353336,0.18
56,79,0.265967,0.24
56,32,0.592137,0.11
56,6,0.637811,0.1
56,21,0.844549,0.08
56,75,0.965287,0.07
56,16,0.591172,0.11
56,68,0.4855,0.13
56,24,0.705409,0.09
56,76,0.362259,0.18
57,21,0.93122,0.0
57,76,0.593054,0.0
57,5,0.938463,0.0
57,99,0.928181,0.0
57,23,0.392125,0.0
57,9,0.519834,0.0
57,47,0.64777,0.0
57,38,0.731513,0.0
57,30,1.0,0.0
57,79,0.856397,0.0
57,4,0.828204,0.0
57,35,0.624943,0.0
57,33,0.759048,0.0
57,69,0.659718,0.0
57,73,0.550138,0.0
57,89,0.230639,0.0
57,74,0.334707,0.0
57,28,0.92292,0.0
57,22,0.720226,0.0
57,20,0.24243,0.0
57,44,0.743544,0.0
57,24,0.320513,0.0
57,31,0.799864,0.0
57,26,0.404161,0.0
57,81,0.29461,0.0
57,0,0.343287,0.0
57,96,0.870122,0.0
57,77,0.643811,0.0
57,45,0.385356,0.0
57,8,0.754011,0.0
57,97,0.21525,0.0
57,19,0.804638,0.0
57,93,0.581438,0.0
57,42,0.947669,0.0
57,90,0.477463,0.0
57,7,0.220752,0.0
57,14,0.561379,0.0
57,39,0.794436,0.0
57,56,0.728194,0.0
57,46,0.376944,0.0
57,63,0.204333,0.0
57,85,0.622901,0.0
57,18,0.388308,0.0
57,58,0.561799,0.0
57,50,0.743847,0.0
57,71,0.401448,0.0
57,43,0.642953,0.0
57,2,0.814299,0.0
57,59,0.177571,0.0
57,25,0.828023,0.0
57,37,0.725557,0.0
57,32,0.475364,0.0
57,88,0.412408,0.0
57,67,0.527883,0.0
57,57,0.606651,0.0
57,65,0.704832,0.0
57,13,0.146796,0.0
57,62,0.869189,0.0
57,12,0.361109,0.0
57,15,0.572464,0.0
57,41,0.748353,0.0
57,10,0.900225,0.0
57,54,0.750975,0.0
57,40,0.635285,0.0
57,55,0.838748,0.0
57,92,0.9431,0.0
57,27,0.555472,0.0
57,70,0.50546,0.0
57,83,0.737281,0.0
57,60,0.466708,0.0
57,17,0.125623,0.0
57,72,0.275039,0.0
57,11,0.918447,0.0
57,49,0.534871,0.0
57,95,0.263882,0.0
57,91,0.589512,0.0
57,29,0.487027,0.0
57,80,0.640218,0.0
57,64,0.615979,0.0
57,3,0.716687,0.0
57,84,0.537896,0.0
57,48,0.372338,0.0
57,98,0.713632,0.0
57,52,0.747357,0.0
57,86,0.538062,0.0
57,51,0.864755,0.0
57,94,0.741351,0.0
57,82,0.816661,0.0
57,61,0.404831,0.0
57,36,0.719323,0.0
57,53,0.641978,0.0
57,6,0.613665,0.0
58,91,0.600983,0.04
58,89,0.644834,0.03
58,75,0.805847,0.03
58,68,0.375391,0.06
58,87,0.936061,0.02
58,85,0.441003,0.05
58,30,0.677033,0.03
58,11,0.836379,0.03
58,86,0.410109,0.05
58,93,0.747889,0.03
58,41,0.461995,0.05
58,38,0.490635,0.04
58,95,0.609142,0.03
58,81,0.537533,0.04
58,76,0.583592,0.04
58,2,0.317413,0.07
58,14,0.779271,0.03
58,36,0.64845,0.03
58,45,0.801721,0.03
58,72,0.226214,0.09
58,78,0.801048,0.03
58,53,0.436299,0.05
58,57,0.575615,0.04
58,3,0.979819,0.02
58,48,0.714892,0.03
58,22,0.714946,0.03
58,8,0.424991,0.05
58,43,0.50648,0.04
58,96,0.58514,0.04
58,56,0.499152,0.04
58,24,0.545971,0.04
58,0,0.797111,0.03
58,47,0.368988,0.06
58,33,1.0,0.02
58,20,0.857328,0.02
58,34,0.615185,0.03
58,29,0.858777,0.02
58,35,0.644737,0.03
58,58,0.734382,0.03
58,32,0.720585,0.03
58,67,0.326123,0.06
58,49,0.3546,0.06
58,17,0.359836,0.06
58,42,0.933005,0.02
58,50,0.485482,0.04
58,15,0.866678,0.02
59,66,0.561257,0.01
59,73,0.390419,0.01
59,63,0.858296,0.0
59,41,0.673776,0.0
59,19,0.753541,0.0
59,81,0.516179,0.01
59,69,0.943851,0.0
59,60,0.654339,0.01
59,16,0.626318,0.01
59,4,0.676528,0.0
59,75,0.694367,0.0
59,78,0.473731,0.01
59,93,0.90807,0.0
59,55,1.0,0.0
59,82,0.824551,0.0
59,96,0.753237,0.0
59,49,0.847262,0.0
59,38,0.410857,0.01
59,20,0.860192,0.0
59,17,0.696158,0.0
59,37,0.410275,0.01
59,1,0.850269,0.0
59,42,0.662314,0.0
59,95,0.874288,0.0
59,7,0.8764,0.0
59,99,0.61012,0.01
59,23,0.308063,0.01
59,29,0.549822,0.01
59,43,0.3727,0.01
59,72,0.72388,0.0
59,3,0.770514,0.0
59,62,0.898229,0.0
59,54,0.416343,0.01
59,67,0.217167,0.02
59,13,0.777033,0.0
59,33,0.323929,0.01
59,51,0.554553,0.01
59,8,0.38333,0.01
59,58,0.982222,0.0
59,92,0.759874,0.0
59,36,0.805441,0.0
59,52,0.138771,0.02
59,83,0.387301,0.01
59,34,0.405081,0.01
59,61,0.741999,0.0
59,2,0.741067,0.0
60,95,0.924961,0.02
60,9,0.56934,0.03
60,79,0.638232,0.02
60,73,0.404205,0.04
60,43,0.445381,0.03
60,93,0.511898,0.03
60,31,0.73824,0.02
60,96,0.276786,0.05
60,34,0.635141,0.02
60,53,0.608237,0.02
60,62,0.274068,0.05
60,49,0.805862,0.02
60,52,0.881614,0.02
60,16,0.68895,0.02
60,87,0.871487,0.02
60,23,0.65968,0.02
60,94,0.711818,0.02
60,41,0.106219,0.14
60,92,0.705151,0.02
60,48,0.897075,0.02
60,0,0.68006,0.02
60,46,0.474451,0.03
60,29,0.950599,0.02
60,1,0.7436,0.02
60,17,0.659704,0.02
60,88,0.832926,0.02
60,98,0.405823,0.04
60,68,0.689345,0.02
60,38,0.311893,0.05
60,2,0.600179,0.02
60,86,0.123399,0.12
60,47,0.826154,0.02
60,89,0.740265,0.02
60,57,0.785383,0.02
60,97,0.895252,0.02
60,27,0.731512,0.02
60,74,0.48059,0.03
60,33,0.868549,0.02
60,25,0.601356,0.02
60,3,0.872902,0.02
60,21,0.471511,0.03
60,85,0.808663,0.02
60,60,0.962736,0.02
60,61,0.531822,0.03
60,15,0.106219,0.14
60,70,0.309921,0.05
60,56,0.712098,0.02
60,90,1.0,0.01
60,55,0.945799,0.02
60,64,0.783372,0.02
60,65,0.576723,0.03
60,84,0.287493,0.05
60,54,0.425813,0.03
60,8,0.621274,0.02
60,67,0.642287,0.02
60,82,0.48978,0.03
60,5,0.851429,0.02
60,44,0.856759,0.02
60,40,0.428299,0.03
60,50,0.595302,0.02
60,75,0.475468,0.03
60,63,0.987723,0.01
60,91,0.683127,0.02
60,7,0.322214,0.05
60,71,0.848637,0.02
60,13,0.915176,0.02
60,72,0.652401,0.02
60,36,0.404203,0.04
60,10,0.848132,0.02
61,67,0.616149,0.01
61,90,0.523384,0.02
61,38,0.434768,0.02
61,63,0.516986,0.02
61,97,0.678945,0.01
61,22,0.897855,0.01
61,81,0.762604,0.01
61,20,0.4469,0.02
61,43,0.640736,0.01
61,50,0.329483,0.03
61,59,0.962875,0.01
61,64,0.566893,0.02
61,62,0.561404,0.02
61,8,0.774936,0.01
61,65,0.772579,0.01
61,88,0.680539,0.01
61,99,0.960448,0.01
61,18,0.167191,0.05
61,16,0.695053,0.01
61,26,0.565504,0.02
61,57,0.442579,0.02
61,83,0.580251,0.02
61,69,0.317688,0.03
61,61,0.932473,0.01
61,7,0.81327,0.01
61,42,0.670541,0.01
61,77,0.878663,0.01
61,37,0.751903,0.01
61,86,1.0,0.01
61,49,0.800785,0.01
61,66,0.770522,0.01
61,6,0.5335,0.02
61,70,0.680316,0.01
61,9,0.682837,0.01
61,25,0.353273,0.03
61,32,0.391248,0.02
61,47,0.718867,0.01
61,85,0.655525,0.01
61,19,0.965615,0.01
61,29,0.292131,0.03
61,96,0.602069,0.02
61,36,0.433743,0.02
61,95,0.792994,0.01
61,34,0.742572,0.01
61,55,0.483843,0.02
61,17,0.907265,0.01
61,87,0.760238,0.01
61,1,0.933832,0.01
61,48,0.554518,0.02
61,91,0.56529,0.02
61,92,0.793614,0.01
61,84,0.315792,0.03
61,27,0.873571,0.01
61,98,0.639334,0.01
61,28,0.764747,0.01
61,39,0.798936,0.01
61,54,0.903621,0.01
61,58,0.516027,0.02
61,24,0.285614,0.03
61,12,0.574973,0.02
61,56,0.780444,0.01
61,15,0.594259,0.02
61,0,0.60004,0.02
61,45,0.480058,0.02
61,73,0.34829,0.03
61,40,0.491077,0.02
61,53,0.423463,0.02
61,75,0.6704,0.01
61,3,0.519448,0.02
61,80,0.745483,0.01
61,46,0.735313,0.01
61,52,0.535397,0.02
61,82,0.336857,0.03
61,4,0.233603,0.04
61,13,0.702054,0.01
61,2,0.464275,0.02
61,44,0.818671,0.01
61,23,0.454507,0.02
61,30,0.660785,0.01
61,72,0.896584,0.01
61,31,0.53061,0.02
61,33,0.615945,0.01
61,10,0.931115,0.01
61,11,0.280858,0.03
61,60,0.786007,0.01
61,93,0.521806,0.02
61,51,0.71998,0.01
61,79,0.795517,0.01
61,71,0.70226,0.01
61,68,0.666014,0.01
61,21,0.871647,0.01
61,5,0.483551,0.02
61,89,0.846664,0.01
61,14,0.815528,0.01
61,35,0.647115,0.01
62,25,0.706386,3.5
62,98,0.236254,10.47
62,3,0.599137,4.13
62,19,0.609588,4.06
62,54,0.889406,2.78
62,81,0.4936,5.01
62,44,0.558068,4.43
62,97,0.863489,2.86
62,73,0.775442,3.19
62,82,0.475205,5.2
62,74,0.759427,3.26
62,49,0.540081,4.58
62,23,0.428828,5.77
62,14,0.60203,4.11
62,71,0.529444,4.67
62,24,0.499215,4.95
62,53,0.778462,3.18
62,48,0.81196,3.05
62,57,0.735623,3.36
62,58,0.388975,6.36
62,15,0.7483,3.3
62,76,0.982583,2.52
62,90,0.908243,2.72
62,83,0.780945,3.17
62,52,0.752909,3.28
62,55,0.950882,2.6
62,9,0.635793,3.89
62,0,0.714056,3.46
62,17,0.408054,6.06
62,40,0.403389,6.13
62,50,0.467853,5.29
62,30,0.831481,2.97
62,35,0.77569,3.19
62,22,0.961932,2.57
62,4,0.668425,3.7
62,85,0.965686,2.56
62,16,0.971894,2.54
62,8,0.895668,2.76
62,43,0.676036,3.66
62,93,0.909885,2.72
62,86,1.0,2.47
62,64,0.642111,3.85
62,39,0.731627,3.38
62,37,0.604868,4.09
62,34,0.468565,5.28
62,2,0.579558,4.27
62,65,0.512874,4.82
62,13,0.902948,2.74
62,46,0.81144,3.05
62,28,0.790529,3.13
63,45,0.265609,0.3
63,51,0.713818,0.11
63,11,0.759362,0.1
63,42,0.882233,0.09
63,88,0.882637,0.09
63,22,0.813739,0.1
63,49,0.824984,0.1
63,98,0.577647,0.14
63,47,0.732216,0.11
63,96,0.415053,0.19
63,72,0.652631,0.12
63,8,0.969912,0.08
63,34,0.530225,0.15
63,62,0.898763,0.09
63,93,0.915849,0.09
63,20,0.573186,0.14
63,91,0.510727,0.15
63,31,0.822946,0.1
63,81,0.558527,0.14
63,65,0.584983,0.13
63,7,0.877645,0.09
63,53,0.870941,0.09
63,78,0.433469,0.18
63,38,1.0,0.08
63,13,0.847062,0.09
63,87,0.646281,0.12
63,60,0.628387,0.13
63,83,0.473601,0.17
63,28,0.407579,0.19
63,82,0.78341,0.1
63,92,0.337327,0.23
63,89,0.590688,0.13
63,84,0.182934,0.43
63,36,0.720385,0.11
63,56,0.797568,0.1
63,74,0.580381,0.14
63,50,0.333931,0.24
63,27,0.863238,0.09
63,46,0.646138,0.12
63,67,0.879444,0.09
63,90,0.339639,0.23
63,14,0.307214,0.26
63,21,0.904664,0.09
63,75,0.946631,0.08
63,35,0.750378,0.11
63,37,0.707977,0.11
63,44,0.281039,0.28
63,77,0.506607,0.16
63,52,0.65251,0.12
64,76,0.682092,474.04
64,84,0.692711,466.77
64,55,0.65879,490.81
64,98,0.312646,1034.2
64,23,0.283774,1139.43
64,49,0.299882,1078.22
64,8,0.627751,515.08
64,52,0.250507,1290.74
64,70,0.39322,822.29
64,32,0.727879,444.22
64,44,0.760161,425.36
64,43,0.272449,1186.79
64,21,0.340758,948.88
64,41,0.391185,826.57
64,22,0.783743,412.56
64,83,0.939386,344.2
64,63,0.87954,367.62
64,39,0.162972,1984.02
64,9,0.57887,558.57
64,0,0.42392,762.74
64,17,0.543129,595.33
64,46,0.682769,473.57
64,36,0.724364,446.38
64,62,0.520258,621.5
64,93,0.650011,497.44
64,59,0.460737,701.79
64,69,0.808265,400.04
64,35,0.619367,522.05
64,66,0.594179,544.18
64,67,0.741332,436.16
64,45,0.652617,495.45
64,54,0.743554,434.86
64,94,0.615916,524.97
64,77,0.609279,530.69
64,64,0.685189,471.9
64,28,0.241466,1339.07
64,7,0.380147,850.57
64,1,0.772922,418.33
64,95,0.889819,363.38
64,6,0.659521,490.26
64,37,0.592418,545.8
64,40,0.74599,433.44
64,89,0.534112,605.38
64,78,0.732565,441.38
64,87,0.969175,333.62
64,27,0.952103,339.61
64,65,0.451543,716.08
64,85,0.613541,527.01
64,42,0.60747,532.27
64,25,0.743558,434.86
64,13,0.372101,868.96
64,61,0.740251,436.8
64,48,0.334757,965.89
64,90,0.302176,1070.04
64,18,0.344613,938.27
64,81,0.843269,383.44
64,11,0.745722,433.59
64,53,0.531449,608.41
64,58,0.343891,940.24
64,5,0.764147,423.14
64,29,0.558197,579.26
64,57,1.0,323.34
64,24,0.708233,456.54
64,50,0.2771,1166.87
64,75,0.825892,391.5
64,47,0.428158,755.19
64,71,0.886226,364.85
64,34,0.674302,479.52
64,99,0.949849,340.41
64,72,0.542058,596.5
64,12,0.161569,2001.25
64,68,0.318725,1014.48
65,70,0.910333,0.15
65,87,0.690435,0.2
65,56,0.573751,0.24
65,3,0.587259,0.24
65,49,0.775281,0.18
65,80,0.781809,0.18
65,61,0.734049,0.19
65,94,0.525627,0.26
65,54,0.922817,0.15
65,26,0.665865,0.21
65,42,0.617359,0.22
65,31,0.439464,0.31
65,17,0.203295,0.68
65,19,0.782465,0.18
65,25,0.85506,0.16
65,62,0.779658,0.18
65,15,0.37478,0.37
65,69,0.812762,0.17
65,45,0.58758,0.23
65,74,0.326523,0.42
65,86,0.646752,0.21
65,9,0.615056,0.22
65,98,0.888781,0.16
65,48,0.244432,0.56
65,66,0.653241,0.21
65,36,0.637695,0.22
65,65,0.47623,0.29
65,47,0.820976,0.17
65,53,0.517275,0.27
65,28,0.537014,0.26
65,63,0.603892,0.23
65,10,0.358839,0.38
65,68,0.503086,0.27
65,92,0.929863,0.15
65,79,0.541795,0.25
65,39,0.456001,0.3
65,24,0.52072,0.27
65,1,0.899916,0.15
65,2,0.403327,0.34
65,84,0.979161,0.14
65,72,0.68534,0.2
65,83,0.358583,0.38
65,29,0.91129,0.15
65,71,0.600346,0.23
65,21,0.602677,0.23
65,95,0.51271,0.27
65,58,0.76258,0.18
65,75,0.770055,0.18
65,76,0.424042,0.33
65,34,0.23179,0.6
65,52,0.842921,0.16
65,44,0.253504,0.54
65,78,0.73632,0.19
65,97,1.0,0.14
65,51,0.452404,0.31
65,81,0.553739,0.25
65,4,0.392931,0.35
65,13,0.898535,0.15
65,59,0.298629,0.46
65,16,0.937457,0.15
65,27,0.659818,0.21
65,22,0.635656,0.22
65,32,0.819033,0.17
65,82,0.916732,0.15
65,91,0.701146,0.2
65,89,0.30696,0.45
65,8,0.90844,0.15
65,30,0.53762,0.26
65,40,0.320234,0.43
65,96,0.62618,0.22
65,46,0.652602,0.21
65,55,0.937957,0.15
65,77,0.217408,0.63
65,6,0.73339,0.19
65,85,0.822867,0.17
65,99,0.776123,0.18
65,57,0.528424,0.26
65,50,0.942654,0.15
65,67,0.694538,0.2
65,18,0.358515,0.38
65,93,0.778885,0.18
65,35,0.507251,0.27
65,90,0.47374,0.29
65,88,0.798485,0.17
65,43,0.235816,0.59
65,0,0.336553,0.41
65,60,0.153541,0.9
65,38,0.638363,0.22
65,23,0.921277,0.15
65,20,0.878915,0.16
65,14,0.594023,0.23
65,64,0.340674,0.41
65,5,0.908672,0.15
65,12,0.804613,0.17
65,7,0.631888,0.22
65,37,0.714769,0.19
65,11,0.779059,0.18
65,33,0.401373,0.34
65,41,0.414657,0.33
65,73,0.958643,0.14
66,33,0.945686,0.16
66,90,0.593049,0.26
66,28,0.154736,0.98
66,81,0.540245,0.28
66,56,0.458718,0.33
66,53,0.482358,0.31
66,54,0.412836,0.37
66,11,0.423161,0.36
66,31,0.815872,0.19
66,94,0.275178,0.55
66,50,0.725058,0.21
66,21,0.47774,0.32
66,68,0.504854,0.3
66,82,0.760176,0.2
66,3,0.636953,0.24
66,65,0.747141,0.2
66,10,0.715572,0.21
66,17,0.665558,0.23
66,86,0.827955,0.18
66,93,0.362691,0.42
66,66,0.716807,0.21
66,8,0.282492,0.54
66,44,0.345443,0.44
66,73,0.627988,0.24
66,38,1.0,0.15
66,58,0.413404,0.37
67,71,0.568414,71.01
67,62,0.364589,110.7
67,44,0.691536,58.36
67,81,0.354445,113.87
67,59,0.702128,57.48
67,6,0.596729,67.64
67,80,0.680952,59.27
67,29,0.581292,69.43
67,82,0.607657,66.42
67,2,0.741424,54.44
67,18,0.740033,54.54
67,75,0.754125,53.52
67,25,0.611815,65.97
67,90,0.521289,77.42
67,15,0.616813,65.43
67,13,0.941438,42.87
67,19,0.371571,108.62
67,43,0.423033,95.41
67,96,0.870452,46.37
67,1,0.48397,83.39
67,8,0.903741,44.66
67,64,0.556332,72.55
67,50,0.479593,84.16
67,4,0.478454,84.36
67,63,0.537731,75.06
67,35,0.282384,142.93
67,21,0.5571,72.45
67,86,0.560393,72.02
67,51,0.451493,89.39
67,97,0.460102,87.72
67,83,0.799661,50.47
67,23,0.281433,143.41
67,20,0.889265,45.39
67,92,0.714036,56.52
67,24,0.490437,82.29
67,52,0.887597,45.47
67,26,0.785272,51.4
67,78,0.356185,113.31
67,7,0.909374,44.38
67,40,0.503344,80.18
67,74,0.970081,41.61
67,93,0.64152,62.91
67,65,0.647083,62.37
67,10,0.377937,106.79
67,72,0.619906,65.11
67,0,0.428058,94.29
67,77,0.827058,48.8
67,31,0.931317,43.34
67,60,0.735287,54.89
67,12,0.427344,94.44
67,58,0.605436,66.66
67,79,0.727418,55.48
67,16,0.627442,64.33
67,11,0.520671,77.52
67,57,0.349666,115.43
67,41,0.529747,76.19
67,27,0.489084,82.52
67,48,0.515565,78.28
67,47,0.814759,49.54
67,36,0.283813,142.21
67,28,0.868756,46.46
67,68,0.765846,52.7
67,85,0.705304,57.22
67,30,0.803789,50.21
67,89,0.880871,45.82
67,49,1.0,40.36
67,67,0.465984,86.61
67,98,0.697031,57.9
67,5,0.799967,50.45
67,87,0.705541,57.21
67,33,0.504107,80.06
67,45,0.480783,83.95
67,42,0.738387,54.66
67,9,0.364072,110.86
67,53,0.456907,88.33
67,73,0.571185,70.66
67,69,0.883251,45.7
68,85,0.44889,0.0
68,16,0.254772,0.01
68,57,0.901668,0.0
68,22,0.75409,0.0
68,9,0.829081,0.0
68,6,0.390776,0.0
68,40,0.810878,0.0
68,12,0.672517,0.0
68,31,0.684407,0.0
68,91,0.523787,0.0
68,35,0.341042,0.0
68,48,0.830174,0.0
68,7,0.619763,0.0
68,92,0.618891,0.0
68,69,0.201998,0.01
68,39,0.540864,0.0
68,20,0.704374,0.0
68,19,0.69059,0.0
68,0,0.60842,0.0
68,86,0.646412,0.0
68,30,0.749802,0.0
68,68,0.784167,0.0
68,70,0.948644,0.0
68,21,0.740623,0.0
68,46,0.769323,0.0
68,79,0.966259,0.0
68,96,0.431727,0.0
68,4,0.249534,0.01
68,77,0.411575,0.0
68,25,0.551547,0.0
68,95,0.905741,0.0
68,49,0.895358,0.0
68,66,0.539928,0.0
68,15,0.855352,0.0
68,52,0.920041,0.0
68,28,0.524451,0.0
68,53,0.874541,0.0
68,63,0.422768,0.0
68,81,0.356372,0.0
68,67,0.851176,0.0
68,34,0.383119,0.0
68,36,0.983874,0.0
68,43,0.213296,0.01
68,42,0.812465,0.0
68,97,0.267935,0.01
68,5,0.53845,0.0
68,41,0.463509,0.0
68,44,0.721394,0.0
68,74,0.819109,0.0
68,60,0.960231,0.0
68,47,0.911053,0.0
68,24,0.468796,0.0
68,38,0.831062,0.0
68,61,0.897165,0.0
68,29,0.56852,0.0
68,32,0.474007,0.0
68,37,0.818158,0.0
68,82,0.843257,0.0
68,62,0.407628,0.0
68,90,0.69981,0.0
68,27,0.208903,0.01
68,51,0.86311,0.0
68,11,0.853507,0.0
68,2,0.935244,0.0
68,58,0.35197,0.0
68,1,0.541888,0.0
68,73,0.968296,0.0
68,8,0.949606,0.0
68,54,0.810036,0.0
68,65,0.858627,0.0
68,33,0.840278,0.0
68,45,0.422223,0.0
68,3,0.471233,0.0
68,88,0.875646,0.0
68,59,0.787599,0.0
68,50,0.685176,0.0
68,75,0.769504,0.0
68,14,0.353326,0.0
68,84,1.0,0.0
68,13,0.409974,0.0
68,87,0.993762,0.0
68,78,0.586072,0.0
68,17,0.558801,0.0
68,55,0.359777,0.0
68,23,0.254188,0.01
68,80,0.886016,0.0
68,10,0.446428,0.0
68,83,0.367639,0.0
68,18,0.70516,0.0
68,99,0.630473,0.0
69,22,0.66721,0.0
69,36,0.743191,0.0
69,31,0.605665,0.0
69,93,0.497877,0.0
69,71,0.113709,0.0
69,99,0.424307,0.0
69,49,0.315651,0.0
69,79,0.613886,0.0
69,17,0.783687,0.0
69,70,0.646327,0.0
69,42,0.728549,0.0
69,43,0.320761,0.0
69,2,0.436555,0.0
69,57,0.937363,0.0
69,34,0.436103,0.0
69,26,0.624052,0.0
69,88,0.619286,0.0
69,87,0.626638,0.0
69,73,0.274599,0.0
69,44,0.758903,0.0
69,20,1.0,0.0
69,95,0.820448,0.0
69,66,0.826357,0.0
69,47,0.621635,0.0
69,85,0.986691,0.0
69,61,0.520457,0.0
69,1,0.524298,0.0
69,97,0.868928,0.0
69,54,0.161061,0.0
69,78,0.808153,0.0
69,98,0.694918,0.0
69,41,0.715714,0.0
69,84,0.551212,0.0
69,68,0.632545,0.0
69,12,0.430033,0.0
69,60,0.901851,0.0
69,51,0.852576,0.0
69,21,0.602743,0.0
69,82,0.396317,0.0
69,16,0.680272,0.0
69,29,0.24742,0.0
69,7,0.338033,0.0
69,63,0.3235,0.0
69,35,0.796725,0.0
69,33,0.838606,0.0
69,65,0.808222,0.0
69,0,0.590083,0.0
69,74,0.126174,0.0
69,48,0.555277,0.0
69,37,0.729605,0.0
69,50,0.950771,0.0
69,62,0.928976,0.0
69,91,0.866256,0.0
69,8,0.392966,0.0
69,56,0.839118,0.0
69,32,0.853447,0.0
70,2,0.308872,62.79
70,94,0.938607,20.66
70,47,0.648339,29.91
70,91,0.646227,30.01
70,17,0.460999,42.07
70,97,0.768175,25.25
70,51,0.709876,27.32
70,43,0.238912,81.18
70,76,0.482915,40.16
70,75,0.288586,67.2
70,98,0.642104,30.2
70,99,0.677197,28.64
70,67,0.833522,23.27
70,82,0.551059,35.19
70,79,0.714469,27.14
70,8,0.81217,23.88
70,35,0.577909,33.56
70,21,0.706841,27.44
70,29,0.710081,27.31
70,81,0.677795,28.61
70,0,0.708068,27.39
70,23,0.316368,61.3
70,73,1.0,19.39
70,78,0.358491,54.1
70,63,0.720361,26.92
70,54,0.759211,25.55
70,36,0.818932,23.68
70,88,0.587012,33.04
70,40,0.830298,23.36
70,83,0.730785,26.54
70,61,0.335085,57.88
70,30,0.791425,24.51
70,74,0.22583,85.88
70,22,0.727927,26.64
70,19,0.515389,37.63
70,84,0.750551,25.84
70,32,0.73709,26.31
70,3,0.102602,189.02
70,66,0.559551,34.66
70,4,0.896282,21.64
70,13,0.749419,25.88
70,56,0.752381,25.78
70,5,0.606171,31.99
70,34,0.486662,39.85
70,24,0.834645,23.24
70,55,0.988735,19.62
70,72,0.934,20.76
70,65,0.345252,56.17
70,31,0.835326,23.22
70,52,0.931484,20.82
70,28,0.357921,54.19
70,15,0.799028,24.27
70,59,0.400676,48.4
70,70,0.763442,25.4
70,37,0.99574,19.48
70,57,0.832465,23.3
70,16,0.536933,36.12
70,80,0.858268,22.6
70,90,0.432871,44.8
70,86,0.460069,42.16
70,10,0.831677,23.32
70,92,0.478186,40.56
70,42,0.811699,23.89
70,50,0.313333,61.9
70,77,0.329198,58.91
70,64,0.917511,21.14
70,85,0.687211,28.22
70,12,0.642693,30.18
70,20,0.744349,26.06
70,46,0.800776,24.22
70,58,0.870623,22.28
70,9,0.653062,29.7
70,62,0.753887,25.73
70,33,0.869165,22.31
70,96,0.888186,21.84
70,71,0.417905,46.41
